Department,Name,URL,Title,Biography,Rank,University,Pronouns,Sex
operations-technology-and-information-management,Yichun Hu,https://business.cornell.edu/faculty-research/faculty/yh767/,Assistant Professor,,Assistant,Cornell,[],Female
operations-technology-and-information-management,Nur Kaynar,https://business.cornell.edu/faculty-research/faculty/sk2739/,Assistant Professor,,Assistant,Cornell,[],Female
operations-technology-and-information-management,Meng Qi,https://business.cornell.edu/faculty-research/faculty/mq56/,Assistant Professor,"Meng Qi is an Assistant Professor of Operations, Technology, and Information Management at the Cornell SC Johnson College of Business. Her research interest is mainly about data-driven decision-making with uncertainty in operations management. Her research provides both methodologies and practical solutions combining tools and concepts from optimization, machine learning, and statistics. From an applications perspective, her research investigates practical problems in supply chain management and retail operations.",Assistant,Cornell,"['her', 'her', 'her']",Female
operations-technology-and-information-management,Vincent Slaugh,https://business.cornell.edu/faculty-research/faculty/vws8/,Assistant Professor,"Vince Slaugh is an assistant professor at the Cornell University School of Hotel Administration (SHA). He received his PhD in operations management from the Tepper School of Business at Carnegie Mellon University and joined the SHA faculty in July 2016, after spending one year as a visiting faculty member in supply chain management at Penn State University's Smeal College of Business. Slaugh holds a BS and MS in industrial engineering and a BA in history from Penn State University.In his research, Slaugh focuses on the optimal design of service systems, especially workforce management for labor-intenseive, care-oriented operations. Methodologically, he uses stochastic models to both develop high-level managerial insights and inform tactical choices. Industry collaborations in three rich application domains drive his research: nursing home staffing, hotel housekeeping operations, and child welfare systems. Each of these three industries touch on central service design questions for hundreds of thousands of workers or caregivers in the United States and even more hotel guests, nursing home residents, and children in foster care. His work appears in Manufacturing and Service Operations Management, Production and Operations Management, and Interfaces.",Assistant,Cornell,"['he', 'his', 'his', 'he', 'his', 'his']",Male
operations-technology-and-information-management,Jingwei Zhang,https://business.cornell.edu/faculty-research/faculty/jz2293/,Assistant Professor,"Jingwei Zhang is an Assistant Professor of Operations, Technology, and Information Management at the Cornell SC Johnson College of Business. Her research areas revolve around sustainable operations, addressing practical challenges in smart city operations and urban mobility. Her research leverages a multidisciplinary approach that combines game theory, machine learning, and optimization techniques to transform data into actionable policy recommendations, ultimately promoting environmental, economic, and social sustainability.",Assistant,Cornell,"['her', 'her']",Female
operations-technology-and-information-management,Ruihao Zhu,https://business.cornell.edu/faculty-research/faculty/rz383/,Assistant Professor,"Ruihao Zhu is currently an Assistant Professor of Operations, Technology, and Information Management at the Cornell SC Johnson College of Business. His research focuses on developing novel algorithms for data-driven decision-making to address fundamental and practical challenges in revenue management, supply chain, and healthcare.",Assistant,Cornell,['his'],Male
operations-technology-and-information-management,Christopher Anderson,https://business.cornell.edu/faculty-research/faculty/cka9/,"Professor
Area Chair for Services Management
Regional Editor, International Journal of Revenue Management","Chris Anderson is a professor at the Cornell School of Hotel Administration. Prior to his appointment in 2006, he was on faculty at the Ivey School of Business in London, Ontario, Canada. His main research focus is on revenue management (RM) and service pricing. He actively works with industry, across numerous industry types, in the application and development of RM, having worked with a variety of hotels, airlines, rental car and tour companies, as well as numerous consumer packaged goods and financial services firms. Anderson's research has been funded by numerous governmental agencies and industrial partners. He serves on the editorial board of the Journal of Revenue and Pricing Management and is the regional editor for the International Journal of Revenue Management. At the School of Hotel Administration, he teaches courses in revenue management and service operations management.",Full,Cornell,"['his', 'he', 'his', 'he', 'he', 'he']",Male
operations-technology-and-information-management,Soumitra Dutta,https://business.cornell.edu/faculty-research/faculty/sd599/,Professor,"Soumitra Dutta is Professor of Management (on leave) and the former founding Dean of the SC Johnson College of Business at Cornell University. He is also the Peter Moores Dean and Professor of Management, at the Said School of Business, University of Oxford. He is the co-founder and President of Portulans Institute, a non-profit non-partisan think tank based in Washington DC. Prior to joining Cornell in 2012, he was on the faculty of INSEAD. 

Soumitra Dutta is an authority on innovation in the knowledge economy, with a refreshing global perspective. He is the author of the Network Readiness Index and the Global Innovation Index - two influential reports in technology and innovation policy. He is/has been on the board of global firms including Sodexo, Dassault Systemes and ZS Associates. He is currently the Chair of the Board of the Global Business School Network and is on the advisory boards of several business schools including HEC Montreal and ESADE (Spain). 

Dean Dutta received a B. Tech. in electrical engineering and computer science from the Indian Institute of Technology, New Delhi, a MS in both business administration and computer science, and a PhD in computer science from the University of California at Berkeley. In 2017, he received the Distinguished Alumnus award from the Indian Institute of Technology, Delhi. He received a DPhil Honoris Causa in 2023 from Amity University, India's largest private university.",Full,Cornell,"['he', 'he', 'he', 'he', 'he', 'he', 'he', 'he']",Male
operations-technology-and-information-management,Chris Forman,https://business.cornell.edu/faculty-research/faculty/cmf257/,"Peter and Stephanie Nolan Professor
Area Chair for Strategy and Business Economics","Chris Forman is the Peter and Stephanie Nolan Professor of Strategy, Innovation, and Technology at the Charles H. Dyson School of Applied Economics and Management. He received his PhD in managerial economics and strategy from Northwestern University and a BA from the University of Pennsylvania. Prior to joining Cornell, he served on the faculty of the Scheller College of Business, Georgia Institute of Technology, and the Tepper School of Business at Carnegie Mellon University. He has also worked as an associate economist at Lehman Brothers.",Full,Cornell,"['he', 'his', 'he', 'he']",Male
operations-technology-and-information-management,Sheryl Kimes,https://business.cornell.edu/faculty-research/faculty/sek6/,Professor Emeritus,"Sheryl E. Kimes is an emeritus professor of operations management at the School of Hotel Administration. From 2005 to 2006, she served as interim dean of the school, and from 2001 to 2005, she served as the school's Richard and Monene P. Bradley Director of Graduate Studies. Kimes specializes in revenue management. She has been named the school's graduate teacher of the year three times and was awarded a Menschel Distinguished Teaching Fellowship by Cornell University in 2014.

Kimes's research and consulting interests revolve around pricing and revenue management in the restaurant, hotel, and other capacity-constrained industries. She is particularly interested in the impact of pricing and revenue management practices on customers.   She has over 100 articles in leading journals, such as Interfaces, Journal of Operations Management, Journal of Service Research, Decision Sciences, and the Cornell Hospitality Quarterly.  She was awarded the CHR Award for Industry Relevance in 2010, 2012 and 2014 and was given a lifetime achievement award by the Production and Operations Management Society in 2010.

Kimes has served as a consultant to many hospitality enterprises around the world, including Hyatt International, Intercontinental Hotel Group, Olo,  SevenRooms, Walt Disney World Resorts, the Panama Canal, and Ticketmaster. She was given the Vanguard Award for Lifetime Achievement in Revenue Management by the Hotel Sales and Marketing Association International in 2017.


Kimes earned her doctorate in operations management in 1987 from the University of Texas at Austin.",Emeritus,Cornell,"['she', 'she', 'she', 'she', 'she', 'she', 'she', 'her']",Female
operations-technology-and-information-management,Levent V. Orman,https://business.cornell.edu/faculty-research/faculty/lvo2/,Professor Emeritus,"Professor Levent V. Orman is Professor Emeritus of management information systems at the Johnson Graduate School of Management, specializing in information technology management. He has taught courses and written articles on electronic commerce, database management, and social impact of technology. His articles appeared in a variety of journals, including Information Systems, ACM Transactions on MIS, and IEEE Transactions on Knowledge and Data Engineering, MIS Quarterly, Journal of MIS, and Electronic Commerce Research. He is the author of two books: Technology and Its Discontents: The Deadly Embrace of Technology and Society, and Information Overload Paradox: Drowning in Information, Starving for Knowledge. Professor Orman is currently working on electronic commerce and social networks.",Emeritus,Cornell,"['he', 'his', 'he']",Male
operations-technology-and-information-management,Alex Susskind,https://business.cornell.edu/faculty-research/faculty/ams76/,"Professor
Senior Director of Programs, Nolan School
Director of the Food and Beverage Institute","Alex M. Susskind joined the faculty at Cornell’s School of Hotel Administration in 1998. He is a Professor of Food and Beverage Management and the Director of the Cornell Institute of Food and Beverage Management. Professor Susskind is currently serving as the Nolan Senior Director of Programs at the School. Professor Susskind earned his Ph.D. in Communication from Michigan State University with a specialization in organizational communication and his MBA with a concentration in personnel and human relations. Alex earned his undergraduate degree at Purdue University in Restaurant, Hotel, and Institutional Management and is also a trained chef with a degree in Culinary Arts from The Culinary Institute of America in Hyde Park, New York. Prior to starting his career in Academia, Alex worked as a chef and restaurant operator for both independent and multi-unit restaurant companies in the Northeastern and Southeastern United States.At Cornell, Professor Susskind teaches undergraduate and graduate courses addressing the operational and strategic elements of the food and beverage business. He also teaches in the Hotel School’s Executive Education Program to managers and executives both on and off-campus and has recently developed and launched an eight-course online certificate program in Food and Beverage Management for eCornell.Through his active research program, Professor Susskind is currently examining how: (1) customer-service provider interaction among guests, employees, and managers influences organizational performance; (2) communication networks in organizations are influenced by elements such as teamwork and organizational change; (3) organizational technology is influencing/changing the relationship between guests and service-based employees and managers, and (4) nutrition information provided by restaurants on menus (as required by the Affordable Care Act starting in May 2018) is influencing guests’ food choices when they dine out in full-service restaurants.On a personal note: Professor Susskind and his wife Carrie have two boys and live happily in Ithaca, New York. Alex studies Chun Do Kwan Tae Kwon Do and holds a 2nd Dan Black Belt; he is an enthusiastic collector of fine wines with around 1400 bottles in his personal wine cellar; and is a drummer who practices nearly every day.",Full,Cornell,"['he', 'his', 'his', 'his', 'his', 'he', 'his', 'his', 'he', 'his']",Male
operations-technology-and-information-management,Mary Tabacchi,https://business.cornell.edu/faculty-research/faculty/mht3/,Professor Emeritus,"Mary Tabacchi, professor emerita, joined the School of Hotel Administration faculty in 1978, having previously worked in the divisions of Nutritional Sciences and of Plant Sciences. She has a PhD in biochemical nutrition, biostatistics, and is a well-respected author and researcher. Mary is a consultant for destination health resort development and menu engineering, corporate wellness programs, adventure tourism, healthful food menu design and senior living facilities.  She serves on the Boards of Global Wellness Summit and The International Spa Association as well as the New York Spa Alliance.",Emeritus,Cornell,"['she', 'she']",Female
operations-technology-and-information-management,L. Joseph Thomas,https://business.cornell.edu/faculty-research/faculty/ljt3/,"Professor Emeritus
Anne and Elmer Lindseth Dean Emeritus","Joe Thomas is the Anne and Elmer Lindseth Dean Emeritus and professor of operations management emeritus at the Samuel Curtis Johnson Graduate School of Management. He served The Johnson School as dean for five years and as the Interim Dean of the SC Johnson College of Business in 2018. Prior to his roles as dean, Thomas served in several leadership roles, including associate dean for academic affairs, responsible for all faculty-related matters at Johnson; director of the doctoral program; and director of executive education.Professor Thomas is an award-winning teacher, having twice won the Stephen Russell Distinguished Teaching Award. This award is voted upon by members of the five-year reunion class, given to a faculty member whose teaching and example have continued to influence graduates five years into their post-MBA careers.Professor Thomas's teaching and research have focused on topics in operations management and supply-chain management. He has consulted with and led management-education programs for several Fortune-100 companies. Currently he serves on the board and executive committee of two non-profit organizations, The Food Bank of the Southern Tier and The Racker Centers.With degrees in chemical engineering (BS, Carnegie Mellon) and operations research (PhD, Yale), and a long history of academic scholarship and publishing, Thomas is one the nation's foremost experts in operations management and manufacturing. He was elected as a fellow of the Production and Operations Management Society in 2009. His work has been widely published on a variety of topics, including redesign of global manufacturing and supply networks, manufacturing strategy, inventory systems, human resources management, and worker motivation. He has also studied models for managing complex production-distribution systems and their effective implementation. Professor Thomas has written four books and more than 50 articles in journals such as Management Science, Operations Research, Manufacturing and Services Operations Management, and Journal of Manufacturing and Operations Management. He was a departmental editor of Management Science for six years and has served on many editorial boards and committees for professional organizations.",Emeritus,Cornell,"['he', 'his', 'he', 'he', 'he', 'his', 'he', 'he']",Male
operations-technology-and-information-management,Gary Thompson (on leave),https://business.cornell.edu/faculty-research/faculty/gmt1/,Burton S. Sack ’61 Professor in Food and Beverage Management,"Gary M. Thompson is a professor of operations management in the Cornell School of Hotel Administration, where he teaches graduate and undergraduate courses in service operations management. Prior to joining Cornell in 1995, he spent eight years on the faculty of the David Eccles School of Business at the University of Utah. He holds a BSc with first-class honours from the University of New Brunswick, an MBA from the University of Western Ontario, and a PhD in operations management from The Florida State University. His current research focuses on restaurant revenue management, food and beverage forecasting in lodging operations, workforce staffing and scheduling decisions, wine cellars, scheduling conferences, and course scheduling in post-secondary and corporate training environments. His research has appeared in the Cornell Hospitality Quarterly, Decision Sciences, the Journal of Operations Management, the Journal of Service Research, Management Science, Naval Research Logistics, Operations Research, and other journals. He has consulted for several prominent hospitality companies and is the founder and president of Thoughtimus® Inc., a small software development firm focusing on scheduling products. From July 2003 through June 2006 he served as executive director of the school's Center for Hospitality Research.",Full,Cornell,"['he', 'he', 'he', 'his', 'his', 'he', 'he']",Male
services-management,Christopher Anderson,https://business.cornell.edu/faculty-research/faculty/cka9/,"Professor
Area Chair for Services Management
Regional Editor, International Journal of Revenue Management","Chris Anderson is a professor at the Cornell School of Hotel Administration. Prior to his appointment in 2006, he was on faculty at the Ivey School of Business in London, Ontario, Canada. His main research focus is on revenue management (RM) and service pricing. He actively works with industry, across numerous industry types, in the application and development of RM, having worked with a variety of hotels, airlines, rental car and tour companies, as well as numerous consumer packaged goods and financial services firms. Anderson's research has been funded by numerous governmental agencies and industrial partners. He serves on the editorial board of the Journal of Revenue and Pricing Management and is the regional editor for the International Journal of Revenue Management. At the School of Hotel Administration, he teaches courses in revenue management and service operations management.",Full,Cornell,"['his', 'he', 'his', 'he', 'he', 'he']",Male
services-management,Chekitan S. Dev,https://business.cornell.edu/faculty-research/faculty/csd5/,Singapore Tourism Distinguished Professor,"Dr. Chekitan S. Dev is an award-winning teacher and internationally renowned thought leader on marketing and branding in the hospitality, travel, and tourism industries. As an expert witness, he has testified in deposition, trial, and at arbitration in numerous hospitality-related matters, in the United States and internationally.Professor Dev has consulted to major corporations all over the world for more than thirty years on an array of issues involving hospitality, travel, and tourism. An award-winning scholar, Professor Dev wrote Hospitality Branding (Cornell University Press), as well as over one hundred articles in leading academic and practitioner journals, including the Journal of Marketing, the Journal of Marketing Research, and Harvard Business Review. He has coauthored multiple case studies for Harvard Business School, and in 2019 received the overall winner award for best case study from the Case Centre at the Cranfield School of Management (UK). The American Marketing Association recognized Professor Dev and his coauthors as finalists for the Best Service Research Paper of the Year Award for their article “Return on Service Amenities” (Journal of Marketing Research, 2017).Professor Dev is a sought-after commentator on hospitality and tourism trends. He has been interviewed numerous times in the mainstream media, and his research featured in the Wall Street Journal, the New York Times, the Washington Post, The Economist, and the International Herald Tribune, among others. The Hospitality Sales and Marketing Association International (HSMAI) has selected Professor Dev as one of the “Top 25 Most Extraordinary Minds in Hospitality, Travel and Tourism Sales and Marketing.”At Cornell’s Peter and Stephanie Nolan School of Hotel Administration, Professor Dev teaches courses on services marketing and brand management.",Full,Cornell,"['he', 'he', 'his', 'he', 'his']",Male
services-management,"Robert Kwortnik, Jr. (on leave)",https://business.cornell.edu/faculty-research/faculty/rjk34/,Associate Professor,"Rob Kwortnik, associate professor of services marketing, joined Cornell's faculty after earning his PhD in business administration from Temple University in 2003. He also earned a BA in journalism from Temple and an MBA from California State University, Northridge. Kwortnik's research focuses on consumer behavior in service contexts, with special attention to service experience management. He has published in the Journal of Marketing Research, Journal of Service Research, The International Journal of Research in Marketing, The Journal of Travel Research, Tourism Management, and the Cornell Hospitality Quarterly. He has been honored nine times as a Teacher of the Year by students at the Cornell School of Hotel Administration. Prior to his career in academics, Kwortnik held several professional positions in marketing and was a travel industry consultant. He is a recognized expert on the leisure cruise industry.",Associate,Cornell,"['his', 'he', 'he', 'he', 'his', 'he']",Male
services-management,Marie Ozanne,https://business.cornell.edu/faculty-research/faculty/meo84/,Assistant Professor,"Marie Ozanne serves as an Assistant Professor of Services Management within the Nolan School of Hotel Administration. She holds a PhD in Hospitality Management from the Pennsylvania State University, University Park, and an MBA from ESSEC Business School, France.Her research centers on communication affordances and their application in consumer psychology and communication dynamics. Specifically, Ozanne explores the impact of social media features and functionalities, aiming to enhance consumer digital literacy and well-being. Ongoing projects include investigating the effects of content moderation on service-based companies and analyzing how advertisements influence social interactions among consumers.Before her academic pursuits, Ozanne gained valuable industry experience in the hospitality sector across various international locations, including the UK, Spain, France, and Canada. Her roles encompassed diverse responsibilities, such as spearheading the development of culinary academies for the Weber grilling company in Southern Europe and overseeing operational marketing for a substantial portfolio of restaurants in France.Marie Ozanne's professional journey showcases her dedication to both academia and industry, with her research and practical experiences contributing to the advancement of services management.",Assistant,Cornell,"['she', 'her', 'her', 'her', 'her', 'her']",Female
services-management,Alex Susskind,https://business.cornell.edu/faculty-research/faculty/ams76/,"Professor
Senior Director of Programs, Nolan School
Director of the Food and Beverage Institute","Alex M. Susskind joined the faculty at Cornell’s School of Hotel Administration in 1998. He is a Professor of Food and Beverage Management and the Director of the Cornell Institute of Food and Beverage Management. Professor Susskind is currently serving as the Nolan Senior Director of Programs at the School. Professor Susskind earned his Ph.D. in Communication from Michigan State University with a specialization in organizational communication and his MBA with a concentration in personnel and human relations. Alex earned his undergraduate degree at Purdue University in Restaurant, Hotel, and Institutional Management and is also a trained chef with a degree in Culinary Arts from The Culinary Institute of America in Hyde Park, New York. Prior to starting his career in Academia, Alex worked as a chef and restaurant operator for both independent and multi-unit restaurant companies in the Northeastern and Southeastern United States.At Cornell, Professor Susskind teaches undergraduate and graduate courses addressing the operational and strategic elements of the food and beverage business. He also teaches in the Hotel School’s Executive Education Program to managers and executives both on and off-campus and has recently developed and launched an eight-course online certificate program in Food and Beverage Management for eCornell.Through his active research program, Professor Susskind is currently examining how: (1) customer-service provider interaction among guests, employees, and managers influences organizational performance; (2) communication networks in organizations are influenced by elements such as teamwork and organizational change; (3) organizational technology is influencing/changing the relationship between guests and service-based employees and managers, and (4) nutrition information provided by restaurants on menus (as required by the Affordable Care Act starting in May 2018) is influencing guests’ food choices when they dine out in full-service restaurants.On a personal note: Professor Susskind and his wife Carrie have two boys and live happily in Ithaca, New York. Alex studies Chun Do Kwan Tae Kwon Do and holds a 2nd Dan Black Belt; he is an enthusiastic collector of fine wines with around 1400 bottles in his personal wine cellar; and is a drummer who practices nearly every day.",Full,Cornell,"['he', 'his', 'his', 'his', 'his', 'he', 'his', 'his', 'he', 'his']",Male
services-management,Gary Thompson (on leave),https://business.cornell.edu/faculty-research/faculty/gmt1/,Burton S. Sack ’61 Professor in Food and Beverage Management,"Gary M. Thompson is a professor of operations management in the Cornell School of Hotel Administration, where he teaches graduate and undergraduate courses in service operations management. Prior to joining Cornell in 1995, he spent eight years on the faculty of the David Eccles School of Business at the University of Utah. He holds a BSc with first-class honours from the University of New Brunswick, an MBA from the University of Western Ontario, and a PhD in operations management from The Florida State University. His current research focuses on restaurant revenue management, food and beverage forecasting in lodging operations, workforce staffing and scheduling decisions, wine cellars, scheduling conferences, and course scheduling in post-secondary and corporate training environments. His research has appeared in the Cornell Hospitality Quarterly, Decision Sciences, the Journal of Operations Management, the Journal of Service Research, Management Science, Naval Research Logistics, Operations Research, and other journals. He has consulted for several prominent hospitality companies and is the founder and president of Thoughtimus® Inc., a small software development firm focusing on scheduling products. From July 2003 through June 2006 he served as executive director of the school's Center for Hospitality Research.",Full,Cornell,"['he', 'he', 'he', 'his', 'his', 'he', 'he']",Male
strategy-and-business-economics,Yi Chen,https://business.cornell.edu/faculty-research/faculty/yc2535/,"Assistant Professor
Half Century Faculty Research Fellowship, Samuel Curtis Johnson Graduate School of Management","Yi Chen is an Assistant Professor of Economics at Cornell University. He received his PhD of Economics at Yale University, with a focus on game theory and mechanism design. His research includes both theoretical and applied approaches to principal-agent problems, dynamic games, and organizational economics.",Assistant,Cornell,"['he', 'his', 'his']",Male
strategy-and-business-economics,Chris Forman,https://business.cornell.edu/faculty-research/faculty/cmf257/,"Peter and Stephanie Nolan Professor
Area Chair for Strategy and Business Economics","Chris Forman is the Peter and Stephanie Nolan Professor of Strategy, Innovation, and Technology at the Charles H. Dyson School of Applied Economics and Management. He received his PhD in managerial economics and strategy from Northwestern University and a BA from the University of Pennsylvania. Prior to joining Cornell, he served on the faculty of the Scheller College of Business, Georgia Institute of Technology, and the Tepper School of Business at Carnegie Mellon University. He has also worked as an associate economist at Lehman Brothers.",Full,Cornell,"['he', 'his', 'he', 'he']",Male
strategy-and-business-economics,Ori Heffetz,https://business.cornell.edu/faculty-research/faculty/oh33/,Associate Professor,"Professor Ori Heffetz is a data-based economist, using lab and field surveys and experiments to study the psychological, social, and cultural aspects of economic behavior, well-being, and policy. Heffetz's work investigates what we can and cannot learn from economic and well-being indicators—household expenditures, the unemployment rate, or self-reported happiness—and how governments can use such data to guide policy. For example, he studies how people interpret and respond to survey questions, and how the resulting data are affected. Heffetz also studies people's economic perceptions, inferences, beliefs, and expectations, how they are related to behavior, and how policymakers can take them into account to design better policies and markets. For example, he has studied product visibility and conspicuous consumption, and how people infer quality from prices, choose relative to reference points, and respond to reminders, deadlines, menu descriptions, guarantees of data privacy, or public information about health risk.

Heffetz holds a BA in physics and philosophy from Tel Aviv University and a PhD in economics from Princeton University. He is a coauthor of a widely used Principles of Economics textbook, and has created an award-winning macroeconomics course that introduces basic concepts and tools from economic theory and applies them to current news and global events. Beyond his academic research and teaching, he advises governmental and non-governmental institutions, and writes and speaks about economic issues.",Associate,Cornell,"['he', 'he', 'he', 'his', 'he']",Male
strategy-and-business-economics,Justin Johnson,https://business.cornell.edu/faculty-research/faculty/jpj25/,Deane W. Malott Professor of Management,"Professor Justin Johnson received his PhD in Economics from MIT and is currently the Deane W. Malott Professor of Management at the Johnson Graduate School of Management. His primary fields of interest are industrial organization and antitrust. He is past editor at both the Journal of Industrial Economics and the International Journal of Industrial Organization, and is currently an associate editor at the RAND Journal of Economics. He uses tools from economics and game theory to better understand how firms can compete and succeed in challenging environments, and what strategies they adopt to either achieve or maintain dominance in markets. Much of his research is motivated by events and issues in high-tech markets, including work on online platforms, the agency model of pricing, retail price-parity restrictions, targeted advertising and online privacy, open source software, and the anticompetitive use of algorithms. Other work examines product line choices and pricing, retail competition and loss-leading, acquihiring, mergers, and more.Professor Johnson teaches Business Strategy to Executive MBA students. On four occasions he has received the EMBA Teaching Excellence Award, voted on by graduating EMBA students and awarded to one professor. In addition to his research, academic presentations, teaching, and executive development, Professor Johnson discusses his research and its relevance to current matters of interest with governmental bodies and other parties around the world, including the US Department of Justice, the US Federal Trade Commission, the EU Directorate General for Competition, the European Commission, and the UK Competition Authority.",Full,Cornell,"['his', 'his', 'he', 'he', 'his', 'he', 'his', 'his']",Male
strategy-and-business-economics,Thomas Jungbauer,https://business.cornell.edu/faculty-research/faculty/tj268/,Assistant Professor,"Professor Thomas Jungbauer is an Assistant Professor of Strategy & Business Economics at the Johnson Graduate School of Management. He applies economic theory to study welfare implications of allocation mechanisms like auctions or platforms in two-sided economies with prices. In addition, he is interested in the strategic effects of lying and misrepresentation in these markets. While his research primarily focuses on high-skill labor markets, his analyses extend to questions of industrial organization and entrepreneurship.In his work, Professor Jungbauer shows that wage competition in high-skill labor markets may result in an inefficient allocation of workers if firms hiring quotas are sufficiently different. He also establishes that firms may opt to delegate their bidding for different vacant positions to agents within or outside the firm as they navigate the optimal trade-off between commitment and market power. Currently, he analyzes how strategic misrepresentation such as resume padding or odometer fraud affects market outcomes.     While his work in market design first and foremost concerns specialist labor markets, he is similarly interested in other bilateral coordination problems with and without prices. One of his projects, for instance, deals with the importance of referrals for the reputation of specialists and the resulting appeal for organizations in markets in which matching is important.In another line of research, he analyzes the optimal branding strategy of firms that sell vertically differentiated product lines. Professor Jungbauer shows that consumers’ brand sensitivity affects the optimal firm policy in a non-monotonic way. Moreover, his work offers an explanation why we see firms implement different branding approaches successfully in one and the same market.His previous work in economic theory critically reviews the literature of games under fundamental uncertainty and suggests an alternative benchmark approach mirroring the concept of rationalizable strategies under risk.Professor Jungbauer teaches the Business Strategy core module at the Johnson Graduate School of Management at Cornell University in the 2-year MBA program as well as the MBA/FMBA Cornell-Tsinghua dual-degree program. He has also taught in the accelerated 1-year MBA program and the NYC Tech MBA. During his graduate studies at the Kellogg School of Management at Northwestern University he taught sessions for various classes in Economics, Statistics, and Strategy at the undergraduate, graduate, MBA, and executive level.He received his PhD in Managerial Economics and Strategy from the Kellogg School of Management at Northwestern University in 2016. He also holds Master's degrees in Managerial Economics from Northwestern University and in Economics from the Vienna Institute of Advanced Studies (IHS).",Assistant,Cornell,"['he', 'he', 'his', 'his', 'his', 'he', 'he', 'his', 'he', 'his', 'he', 'his', 'his', 'he', 'his', 'he', 'he', 'his', 'he']",Male
strategy-and-business-economics,Aija Leiponen,https://business.cornell.edu/faculty-research/faculty/ael24/,"Professor
Senior Director of Programs, Dyson School","Professor Aija Leiponen's expertise focuses on organizational strategies in innovation, particularly cooperation between organizations. She has studied the organization of innovation through inter-organizational contracts, organizational structures at the firm level, and inter-organizational networks of repeated collaborative innovation, particularly in digital industries. Her recent work has examined the interaction between conflict and cooperation in wireless telecommunication standard development and the nature and implications of markets for (big) data.",Full,Cornell,"['she', 'her']",Female
strategy-and-business-economics,Benjamin Leyden,https://business.cornell.edu/faculty-research/faculty/bl693/,Assistant Professor,"Benjamin T. Leyden is an economist studying competition and innovation on digital platforms, and the role of information in economic behavior.Ben is an Assistant Professor of Strategy and Business Economics at Cornell University's Dyson School of Applied Economics and Management, located in the SC Johnson College of Business, and a Distinguished Affiliate at CESifo. His research interests are in industrial organization with a focus on competition and innovation on digital platforms, and the role of information in economic behavior. Much of his current work speaks to antitrust concerns, including ongoing debates about the power of digital platforms.Ben received his M.A. and Ph.D. in Economics from the University of Virginia, and a B.A. in Economics and in Mathematics from the University of North Carolina.",Assistant,Cornell,"['his', 'his', 'his']",Male
strategy-and-business-economics,Marcel Preuss,https://business.cornell.edu/faculty-research/faculty/mp2222/,Assistant Professor,"Marcel Preuss is an assistant professor of Strategy and Business Economics at the SC Johnson Graduate School of Management and Marcel holds a PhD in economics from the University of Mannheim.  His primary research interest lies in the analysis of firms’ incentives and strategies in imperfectly competitive markets, and digital markets in particular. Specifically, he studies what sellers can learn from from tracking consumers' browsing activities, and how tracking influences prices and overall industry profits. In another project, he analyzes the connection between the sharing of user data across websites and targeted advertising to understand the influence of ad exchanges in the current advertising ecosystem.In addition, he works on topics in behavioral economics, focusing on biases in decision-making and the formation of social preferences. In one of his studies, he investigates how beliefs about the role of luck for economic success are shaped by people's own experiences. Other research of his in this area addresses the effect of perceived inequality of opportunity on inequality acceptance.During his graduate studies, Marcel taught sessions for various classes in economics, including Intermediate Microeconomics and Principles of Economics to students pursuing either an economics or business degree. At Johnson, he is teaching the Business Strategy core module for full-time MBA students.",Assistant,Cornell,"['his', 'he', 'he', 'he', 'his', 'he', 'his', 'his', 'he']",Male
strategy-and-business-economics,Collin Raymond,https://business.cornell.edu/faculty-research/faculty/cbr79/,Associate Professor,,Associate,Cornell,[],Male
strategy-and-business-economics,Imke Reimers,https://business.cornell.edu/faculty-research/faculty/icr9/,Associate Professor,"Imke Reimers is an Associate Professor of Strategy and Business Economics at Cornell University's Dyson School of Applied Economics and Management within the SC Johnson College of Business. She is broadly interested in the industrial organization of digital markets, information, and intellectual property.  Her research mainly focuses on three specific questions: 1) how does information technology affect the functioning and efficiency of markets; 2) how do copyright and other forms of intellectual property affect access to information; and 3) how do digital platforms use their market power and what are the consequences of their actions?  Professor Reimers received a Ph.D. in economics from the University of Minnesota in 2013. She also holds a BS in mathematics and economics from the University of Nebraska. Before joining Cornell, she was an associate professor of economics at Northeastern University.",Associate,Cornell,"['she', 'her', 'she', 'she']",Female
strategy-and-business-economics,Daniela Scur,https://business.cornell.edu/faculty-research/faculty/ds2338/,Assistant Professor,"I study organizations and how organizational practices affect firm and labour outcomes across countries and industries. My work spans the private sector (with a focus on manufacturing firms, family firms and multinationals) as well as the public sector (with a focus on schools, principals and teachers). The type of firm outcomes I study include productivity and profitability (including profit shifting), and the type of labour outcomes I think about include labour sorting and selection, inequality (of wage and opportunity) and mental health. I am affiliated with the CEPR and the Productivity Partnership and I am a Research Fellow at the London School of Economics with the Centre for Economic Performance. I am a faculty fellow at the Cornell Smith Family Business Initiative and an invited researcher at JPAL LAC and JPAL North America. I work on two large data collection initiatives: the World Management Survey and the Development WMS.",Assistant,Cornell,[],Female
